date,open,max,min,close,vol
12/29/2006,2.5851,2.6228,2.5475,2.6228,4117138
1/2/2007,2.6305,2.721,2.6228,2.7132,2940183
1/3/2007,2.7132,2.7285,2.6983,2.7132,2675264
1/4/2007,2.6833,2.6983,2.6003,2.6305,6711075
1/5/2007,2.6228,2.6305,2.5475,2.5552,6510332
1/8/2007,2.5552,2.5777,2.525,2.525,4715758
1/9/2007,2.5325,2.5928,2.4874,2.5475,4222171
1/10/2007,2.5475,2.5552,2.4796,2.5475,3642587
1/11/2007,2.5475,2.5475,2.4796,2.5174,5578475
1/12/2007,2.5325,2.5325,2.4646,2.4721,6674692
1/15/2007,2.4948,2.5851,2.4948,2.5777,6973227
1/16/2007,2.5928,2.6531,2.5777,2.6228,6340059
1/17/2007,2.6228,2.6379,2.5777,2.5777,3094287
1/18/2007,2.6228,2.6833,2.6003,2.6833,9120648
1/19/2007,2.6531,2.7509,2.6379,2.6907,7180189
1/22/2007,2.7132,2.7359,2.6757,2.6833,4686489
1/23/2007,2.6907,2.7509,2.6833,2.7359,6915848
1/24/2007,2.7359,2.7509,2.721,2.7359,2905037
1/25/2007,2.7359,2.7436,2.6983,2.7436,3743517
1/26/2007,2.7132,2.721,2.6607,2.6607,3109240
1/29/2007,2.6531,2.721,2.6531,2.6983,2413548
1/30/2007,2.7285,2.8038,2.7058,2.8038,8085488
1/31/2007,2.8114,2.9095,2.8114,2.8941,14818309
2/1/2007,2.9095,2.9999,2.9018,2.9696,18388511
2/2/2007,2.9319,2.9847,2.9319,2.9394,8293675
2/5/2007,2.9319,2.947,2.8791,2.947,3560635
2/6/2007,2.9169,2.9696,2.9169,2.9696,3834024
2/7/2007,2.9546,2.9847,2.9319,2.9847,3266031
2/8/2007,2.9095,2.9546,2.7661,2.8264,4724697
2/9/2007,2.834,2.9095,2.834,2.8717,3828304
2/12/2007,2.8189,2.8489,2.7812,2.8489,4506634
2/13/2007,2.8264,2.9243,2.8264,2.9169,1805051
2/14/2007,2.9169,2.9169,2.8567,2.8868,1625888
2/15/2007,2.9018,2.9095,2.834,2.8941,4039786
2/16/2007,2.8791,2.9243,2.8415,2.9169,2989869
2/19/2007,2.9169,2.9696,2.8941,2.8941,5660406
2/20/2007,2.8941,2.9169,2.8567,2.8791,2850013
2/21/2007,2.8641,2.9546,2.8641,2.9169,4636954
2/22/2007,2.947,2.9546,2.9169,2.9394,6248090
2/23/2007,2.9095,2.947,2.8941,2.9243,2212079
2/26/2007,2.947,2.947,2.8868,2.9169,2818055
2/27/2007,2.9018,2.9169,2.7962,2.8415,5587992
2/28/2007,2.7888,2.8717,2.7661,2.7888,7020967
3/1/2007,2.8641,2.9243,2.7812,2.834,11202817
3/2/2007,2.8791,2.9095,2.8114,2.9018,5756048
3/5/2007,2.834,2.9018,2.7737,2.8791,6995705
3/6/2007,2.8791,2.9169,2.8264,2.8415,5349795
3/7/2007,2.834,2.8791,2.7661,2.7661,4082297
3/8/2007,2.8038,2.8567,2.7661,2.8189,4110963
3/9/2007,2.7812,2.8264,2.7509,2.7509,4553849
3/12/2007,2.7812,2.8114,2.7661,2.7888,4083907
3/13/2007,2.8038,2.8567,2.7737,2.8415,5320107
3/14/2007,2.7812,2.8717,2.7812,2.8717,7726243
3/15/2007,2.8791,2.9018,2.8415,2.8415,4967597
3/16/2007,2.8641,2.947,2.8415,2.8941,16175698
3/19/2007,2.9018,2.9394,2.8941,2.9394,3877877
3/20/2007,2.9018,3.0376,2.8941,3.0224,10848591
3/21/2007,3.0074,3.143,2.9999,3.1279,10261326
3/22/2007,3.1354,3.1731,3.0826,3.143,16307794
3/23/2007,3.1279,3.1882,3.1204,3.1731,7973529
3/26/2007,3.1731,3.256,3.1279,3.1279,8284143
3/27/2007,3.1354,3.1958,3.1279,3.1279,3094895
3/28/2007,3.0977,3.1279,3.0752,3.0752,7404901
3/29/2007,3.0676,3.0977,3.0525,3.0752,5867031
3/30/2007,3.0752,3.0902,3.03,3.0752,7404959
4/2/2007,3.0525,3.0525,3.0224,3.0224,2377219
4/3/2007,3.03,3.0826,3.03,3.0525,3345174
4/4/2007,3.0826,3.1053,3.0525,3.0676,6207768
4/5/2007,3.0902,3.0902,3.0376,3.0376,4044273
4/10/2007,3.0525,3.1731,3.0449,3.0902,6768325
4/11/2007,3.0977,3.143,3.0752,3.1354,6595544
4/12/2007,3.0977,3.143,3.0826,3.0977,7425105
4/13/2007,3.1279,3.1279,3.0074,3.0224,4236002
4/16/2007,3.0902,3.0902,3.0224,3.0376,4518094
4/17/2007,3.0074,3.0149,2.9771,2.9771,4798733
4/18/2007,3.0074,3.0525,2.9847,3.0449,4149072
4/19/2007,3.0149,3.0977,2.9696,3.0752,7101838
4/20/2007,3.0752,3.1656,3.0752,3.1128,7888318
4/23/2007,3.1053,3.1053,3.0376,3.0977,3274865
4/24/2007,3.0977,3.143,3.0676,3.0977,3022266
4/25/2007,3.0977,3.0977,3.0449,3.06,2459521
4/26/2007,3.0977,3.0977,2.9847,3.0149,2783460
4/27/2007,3.0149,3.0449,2.9771,2.9847,3280096
4/30/2007,2.9999,3.0449,2.9847,3.03,1924157
5/2/2007,3.1354,3.2787,3.1204,3.2485,10868558
5/4/2007,3.3917,3.4974,3.3691,3.4218,9032815
5/7/2007,3.4143,3.4293,3.2637,3.2862,3892426
5/8/2007,3.3239,3.354,3.1128,3.1128,3527596
5/9/2007,3.1731,3.2409,3.1354,3.1807,4589555
5/10/2007,3.1807,3.2107,3.1354,3.158,4032064
5/11/2007,3.1354,3.3162,3.1279,3.2787,4249785
5/14/2007,3.3389,3.6255,3.3389,3.5803,8493370
5/15/2007,3.6179,3.6781,3.4974,3.5877,8758375
5/16/2007,3.5349,3.5651,3.4522,3.5349,4744781
5/17/2007,3.5047,3.6027,3.3842,3.3917,2246422
5/18/2007,3.4218,3.4595,3.3011,3.354,3476072
5/21/2007,3.354,3.5122,3.354,3.4595,3539983
5/22/2007,3.5047,3.5273,3.354,3.354,6122145
5/23/2007,3.4068,3.4974,3.354,3.4068,3651291
5/24/2007,3.4218,3.4974,3.3917,3.4143,1537318
5/25/2007,3.4143,3.4595,3.3993,3.4293,1518193
5/28/2007,3.4444,3.4821,3.4293,3.4293,614222
5/29/2007,3.4293,3.4522,3.3767,3.4444,2160081
5/30/2007,3.4293,3.4522,3.3842,3.3842,1029462
5/31/2007,3.4522,3.5273,3.4522,3.4821,3550047
6/1/2007,3.5273,3.5424,3.4746,3.5349,3378111
6/4/2007,3.5349,3.5725,3.4897,3.5725,3501845
6/5/2007,3.5803,3.5952,3.4595,3.5122,2212211
6/6/2007,3.5349,3.5349,3.3842,3.3842,2550185
6/8/2007,3.4068,3.4595,3.3465,3.4368,3772868
6/11/2007,3.4746,3.5725,3.4444,3.4522,4734827
6/12/2007,3.4368,3.55,3.4218,3.4218,4300595
6/13/2007,3.4293,3.5349,3.4218,3.5122,2031322
6/14/2007,3.5349,3.6477,3.5349,3.6103,9588285
6/15/2007,3.6477,3.7309,3.6027,3.7006,7210543
6/18/2007,3.6477,3.7159,3.6255,3.6477,1367002
6/19/2007,3.6477,3.6781,3.5349,3.6027,1456664
6/20/2007,3.6027,3.7084,3.5349,3.5349,3000563
6/21/2007,3.6103,3.6255,3.5575,3.5575,1901281
6/22/2007,3.5725,3.6328,3.5725,3.6328,1021898
6/25/2007,3.6405,3.7233,3.5803,3.6856,3878919
6/26/2007,3.6477,3.7686,3.6405,3.6932,4923650
6/27/2007,3.6554,3.761,3.6477,3.6932,5506888
6/28/2007,3.7159,3.7159,3.6477,3.6932,8975999
6/29/2007,3.6932,3.7084,3.6631,3.6932,9183349
7/2/2007,3.6554,3.6705,3.6328,3.6477,2517956
7/3/2007,3.6631,3.746,3.6477,3.7233,5019206
7/4/2007,3.746,3.776,3.7006,3.7309,3828262
7/5/2007,3.7536,3.8137,3.7309,3.7987,1808934
7/6/2007,3.7987,3.9268,3.776,3.8967,7403909
7/9/2007,3.9268,4.0625,3.9193,4.0096,10845484
7/10/2007,3.9872,4.0625,3.9344,4.0625,5254675
7/11/2007,4.055,4.0701,3.9721,4.0023,2273234
7/12/2007,4.0248,4.0625,3.9494,3.9494,1964696
7/13/2007,3.9872,4.0323,3.9494,3.9494,3031457
7/16/2007,4.0096,4.1756,4.0096,4.1379,4618208
7/17/2007,4.1379,4.1529,4.0172,4.0474,2718353
7/18/2007,4.0701,4.0701,3.9494,3.9494,2090458
7/19/2007,4.0023,4.04,3.9494,4.0023,6579150
7/20/2007,4.0474,4.0474,3.8515,3.8665,5759248
7/23/2007,3.8665,3.9193,3.8137,3.8665,7993392
7/24/2007,3.8816,3.9571,3.761,3.761,2509042
